title,angajator,domeniu,tip_job,nivel_job,orase,actualizat_la,remote_work
Senior Brand-Content Strategist,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Automotive Process Engineering Coordinator (Bucuresti),Working4U Exclusive,"['Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Sales Representative - Traditional Trade - Arad,INTERBRANDS ORBICO,"['Achizitii - Logistica - Aprovizionare', 'Marketing', 'Vanzari']",full-time ,0 - 1 an experienta,['Arad'],09.04.2024,  On-site
Inginer Calitate - Fabrica Automotive Bucuresti,Working4U Exclusive,"['Controlul calitatii', 'Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Top Account Marketing Professional,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Social Media Analyst,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Analist financiar,BIA Human Capital Solutions,"['Contabilitate Finante', 'Management - Consultanta']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Local Key Account Manager - P&G - Bistrita,INTERBRANDS ORBICO,"['Achizitii - Logistica - Aprovizionare', 'Marketing', 'Vanzari']",full-time ,1 - 5 ani experienta,['Bistrita'],09.04.2024,  On-site
Ecosystem Experience Marketer,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Demand Strategist,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Specialist Recrutare,Working4U Exclusive,['Resurse Umane - Psihologie'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Ecosystem Solutions Marketing Manager,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,Manager,['BUCHAREST'],09.04.2024,  On-site
ORBICO INTERNSHIP ,INTERBRANDS ORBICO,"['Fundatii - Voluntariat - ONG', 'Internship', 'Management Trainee']",full-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Pilot Transport (Limba franceza) - București,SEGULA TECHNOLOGIES ROMANIA,['Acquisitions - Logistics - Supplies'],full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Senior Content Designer,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Angajăm Electromecanic/Mecanic mentenanță și reparații echipamente de ridicat,GiGroup Romania,['Productie'],full-time ,1 - 5 ani experienta,['Brasov'],09.04.2024,  On-site
Game Presenter with Greek AM,Evolutionary Consulting ,"['Customer support - Client service', 'Hoteluri - Restaurante - Cafenele', 'Retail - Comert']",full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Web Analytics Specialist –  Adobe Analytics,"IBM – Marketing, Communcations and Citizenship",['Marketing'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Accounting Specialist,Sievo,['Accounting - Finance'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Trainee Inginer Leadership PLATIT,Teamland,"['Constructii', 'Internship', 'Productie']",full-time ,Student/Absolvent,"['BUCURESTI', ' Giurgiu']",09.04.2024,  On-site
Inginer operare și administrare rețele de telecomunicații,STS (Serviciul de Telecomunicații Speciale) ,['Telecomunicatii'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
KFC vine in SINAIA! Cautam manager de tura #pebune!,confidential,"['Hoteluri - Restaurante - Cafenele', 'Management Trainee', 'Productie']",full-time ,Student/Absolvent,['Sinaia'],09.04.2024,  On-site
Angajăm Gestionar depozit,GiGroup Romania,['Productie'],full-time ,0 - 1 an experienta,['Cluj Napoca'],09.04.2024,  On-site
NOW HIRING -  Consilieri Vânzări,Inditex,"['Retail - Trade', 'Sales ']",part-time,Student/Graduate,"['Galati', ' Oradea', ' Targu Mures']",09.04.2024,  On-site
NOW HIRING -  Consilieri Vânzări,Inditex,"['Retail - Trade', 'Sales ']",part-time,Student/Graduate,"['Brasov', ' Constanta', ' Sibiu']",09.04.2024,  On-site
Consultant Servicii - Brasov ,Computer Generated Solutions Romania,"['Altele', 'Customer support - Client service', 'Telecomunicatii']",full-time ,Student/Absolvent,"['Brasov', ' Sfantu Gheorghe']",09.04.2024,  On-site
NOW HIRING -  Consilieri Vânzări,Inditex,"['Retail - Trade', 'Sales ']",part-time,Student/Graduate,"['Arad', ' Cluj Napoca', ' Ploiesti']",09.04.2024,  On-site
NOW HIRING -  Consilieri Vânzări,Inditex,"['Customer Support - Client Service', 'Retail - Trade', 'Sales ']",part-time,Student/Graduate,['Pitesti'],09.04.2024,  On-site
Consultant - Targu Jiu,Computer Generated Solutions Romania,"['Altele', 'Customer support - Client service']",full-time ,Student/Absolvent,['Targu Jiu'],09.04.2024,  On-site
Supply Chain Process TL w French/Spanish/German,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Supply Chain Process Team Leader with Italian,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Skincare & Makeup Trainer,Teamland,"['Altele', 'Educatie - Training', 'Retail - Comert']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Angajăm Tehnician Automatist,GiGroup Romania,['Productie'],full-time ,1 - 5 ani experienta,['Pitesti'],09.04.2024,  On-site
Angajăm Pilot testări auto/rulor,GiGroup Romania,['Transporturi'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
SAP Finance Business Analyst ,Teamland,['Contabilitate Finante'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Sales Representative B2B,Evolve today,['Sales '],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Remote 
Merchandiser AB + SB,Compania Indiilor Orientale (CIO),['Vanzari'],full-time ,0 - 1 an experienta,['Alba Iulia'],09.04.2024,  On-site
Recruitment Operations Senior Analyst with English ,Accenture,['Human Resources - Psychology'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Merchandiser Gorj,Compania Indiilor Orientale (CIO),['Vanzari'],full-time ,0 - 1 an experienta,['Targu Jiu'],09.04.2024,  On-site
Merchandiser IL + CL,Compania Indiilor Orientale (CIO),['Vanzari'],full-time ,0 - 1 an experienta,['Slobozia'],09.04.2024,  On-site
 EMEA HR Category Lead Manager ,Accenture,['Human Resources - Psychology'],full-time,Manager,['BUCHAREST'],09.04.2024,  On-site
Merchandiser CT + TL,Compania Indiilor Orientale (CIO),['Vanzari'],full-time ,0 - 1 an experienta,['Constanta'],09.04.2024,  On-site
Procurement Practice Senior Analyst with Italian,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Automatist/Electrician,Compania Indiilor Orientale (CIO),"['Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,"['BUCURESTI', ' Popesti Leordeni']",09.04.2024,  On-site
Arhitect inginerie electric/electronic,Akkodis Romania,['Inginerie'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Electrical Engineer for Engineering and Commissioning of Protection Systems,Siemens Energy,['Engineering'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Commercial Offer and Order Professional,Siemens Energy,['Accounting - Finance'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Specialist for AI Coding Assistant Operation - (TM),Continental,['IT Software'],full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Senior Operations Engineer - IBM ELM (Jazz) - (TM),Continental,['IT Software'],full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Support Engineer - IBM ELM (Jazz) - (TM),Continental,['IT Software'],full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Internship Software Development (Tools) SCT PMT - SCT (TM),Continental,['Engineering'],full-time,Student/Graduate,['Timisoara'],09.04.2024,  On-site
Personal de Serviciu Bucuresti Salaj 4h (f/m),Lidl Romania,['Vanzari'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Asistent Achizitii,PENNY.,['Achizitii - Logistica - Aprovizionare'],full-time ,1 - 5 ani experienta,['Stefanestii de Jos'],09.04.2024,  Hybrid 
Achizitor (categorie detergenti si porduse de curatenie),PENNY.,['Achizitii - Logistica - Aprovizionare'],full-time ,1 - 5 ani experienta,['Stefanestii de Jos'],09.04.2024,  Hybrid 
Project Management Lead Associate,Evolve today,"['Construction', 'Engineering']",full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Key Account Manager (with SAP),Evolve today,['Sales '],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Accountant (with SAP),Evolve today,['Accounting - Finance'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Senior Fullstack Developer (.NET/Angular),Evolve today,['IT Software'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Remote 
Senior IT Business Analyst,Evolve today,['IT Software'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Remote 
Shift Operator Dispatcher,Evolve today,['Engineering'],full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Specialist Salarizare,Help Net Farma,"['Contabilitate Finante', 'Resurse Umane - Psihologie']",full-time ,1 - 5 ani experienta,"['Balotesti', ' BUCURESTI']",09.04.2024,  Hybrid 
Agent de Teren Promovare Invatamant Dual ENGIE,ENGIE,['Educatie - Training'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Microsoft Dynamics 365 Developer (m/f/d),bitExpert,"['IT Hardware', 'IT Software']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Ingineri GEOTEHNICA si CONSOLIDARI,ABC Human Capital,['Inginerie'],full-time ,1 - 5 ani experienta,"['Constanta', ' Galati', ' Iasi']",09.04.2024,  On-site
"Reprezentant tehnic vanzari – folii PVC (MOLDOVA) Posted on mart. 20,",ABC Human Capital,['Vanzari'],full-time ,0 - 1 an experienta,"['Arad', ' Bacau']",09.04.2024,  On-site
Reprezentant tehnic vanzari – folii PVC (Transilvania),ABC Human Capital,['Vanzari'],full-time ,0 - 1 an experienta,"['Cluj Napoca', ' Oradea', ' Sibiu']",09.04.2024,  On-site
Senior Fixed Assets Accountant ,Teamland,['Contabilitate Finante'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Customer Quality Specialist,DRAXLMAIER Group,"['Quality Control', 'Customer Support - Client Service']",full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
RESPONSABIL GESTIUNE DESEURI,TYBET OKO,"['Altele', 'Inginerie']",full-time ,0 - 1 an experienta,"['Urziceni', ' Voluntari']",09.04.2024,  On-site
DIRECTOR VANZARI PHARMA ,ABC Human Capital,['Farmacie - Medicina'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Customer Service Supervisor,Teamland,"['Customer support - Client service', 'Internet - eCommerce']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Asistent Administrativ ,Professional,"['Constructii', 'Secretariat - Administrativ']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Angajăm Financial Controller,GiGroup Romania,['Contabilitate Finante'],full-time ,1 - 5 ani experienta,['Brasov'],09.04.2024,  On-site
Consultant Payroll,BIA Human Capital Solutions,"['Achizitii - Logistica - Aprovizionare', 'Import-Export', 'Retail - Comert']",full-time ,peste 5 ani experienta,"['BUCURESTI', ' Ilfov', ' Otopeni']",09.04.2024,  Hybrid 
Inside Sales Representative II with German (2 years contract),Honeywell,['Sales '],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Java Fullstack Developer,Euro-Testing Software Solutions,"['Banks - Financial Institutions', 'IT Software']",full-time,peste 5 years of experience,"['Alt oras', ' BUCHAREST']",09.04.2024,  Remote 
Pilot testare vehicule,Akkodis Romania,"['Inginerie', 'Productie', 'Transporturi']",full-time ,0 - 1 an experienta,['Titu'],09.04.2024,  On-site
 Client Advisor with English - Remote,Computer Generated Solutions Romania,"['Customer support - Client service', 'IT Hardware', 'Telecomunicatii']",full-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  Remote 
Procurement Sourcing Consultant with French,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Inginer Automatist,IHM Total Consult Romania,"['Inginerie', 'Productie']",full-time ,1 - 5 ani experienta,['Bals'],09.04.2024,  On-site
Procurement Sourcing Consultant with German,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
Procurement Sourcing Consultant with Italian ,Accenture,['Acquisitions - Logistics - Supplies'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Area Sales Representative,Evolve today,['Sales '],full-time,1 - 5 years of experience,"['BUCHAREST', ' Ilfov']",09.04.2024,  Hybrid 
Senior SQL Developer,Evolve today,['IT Software'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
Senior Network Engineer,Evolve today,"['Engineering', 'IT Software']",full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  Remote 
Director Productie Automotive (Bucuresti),Working4U Exclusive,['Productie'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
MANAGER PROIECT - Constructii,ABC Human Capital,['Constructii'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Expert achiziții publice / Coordonator departament Licitații ,ABC Human Capital,['Constructii'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
"Finance Internship - program platit, 6 ore/zi",DGH Log& Sped,['Contabilitate Finante'],part-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Broker Asigurari - DGH Insurance,DGH Log& Sped,"['Asigurari - Intermedieri financiare', 'Customer support - Client service']",part-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Finance Trainee ,ENGIE,"['Banci', 'Contabilitate Finante', 'Internship']",full-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Frigotehnist,ENGIE,"['Altele', 'Constructii']",full-time ,peste 5 ani experienta,"['BUCURESTI', ' Craiova']",09.04.2024,  On-site
Electrician _ Facility Management,ENGIE,"['Altele', 'Constructii']",full-time ,peste 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
RPA Developer - Finance (TM),Continental,['Engineering'],full-time,1 - 5 years of experience,['Timisoara'],09.04.2024,  On-site
Responsabil de tura Ramnicu Sarat (f/m),Lidl Romania,"['Altele', 'Vanzari']",full-time ,1 - 5 ani experienta,['Ramnicu Sarat'],09.04.2024,  On-site
Personal de Serviciu Brasov Bd. Saturn 4 ore (f/m),Lidl Romania,"['Altele', 'Vanzari']",full-time ,0 - 1 an experienta,['Brasov'],09.04.2024,  On-site
Vanzator Targoviste Arh. Pintea Gheorghe (f/m),Lidl Romania,"['Altele', 'Vanzari']",full-time ,0 - 1 an experienta,['Targoviste'],09.04.2024,  On-site
"Adjunct Manager Magazin Bucuresti, Soseaua Alexandriei (f/m)",Lidl Romania,['Vanzari'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Assistant Front Office - Part time 4h (f/m),Lidl Romania,['Secretariat - Administrativ'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
Manager de Grupa Lidl Nedelea (f/m),Lidl Romania,"['Achizitii - Logistica - Aprovizionare', 'Altele', 'Vanzari']",full-time ,1 - 5 ani experienta,['Ploiesti'],09.04.2024,  On-site
Customer Quality Engineer,Trenkwalder Romania,"['Customer support - Client service', 'Inginerie', 'Transporturi']",full-time ,0 - 1 an experienta,['Targu Mures'],09.04.2024,  On-site
Customer Support cu limba italiană,Randstad România,['Customer support - Client service'],full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
"Open4U, OMV Petrom Summer Internship",Professional,"['Chimie - Petrochimie', 'Constructii', 'Inginerie']",full-time ,Student/Absolvent,"['BUCURESTI', ' Craiova', ' Ploiesti']",09.04.2024,  On-site
HR admininstrativ - Targu Jiu,Computer Generated Solutions Romania,"['Achizitii - Logistica - Aprovizionare', 'Resurse Umane - Psihologie']",full-time ,Student/Absolvent,['Targu Jiu'],09.04.2024,  On-site
Specialist Calitate - industria alimentara,Compania Indiilor Orientale (CIO),"['Controlul calitatii', 'Productie']",full-time ,1 - 5 ani experienta,"['BUCURESTI', ' Ilfov', ' Popesti Leordeni']",09.04.2024,  On-site
Client Advisor with English - Republica Moldova,Computer Generated Solutions Romania,"['Others', 'Customer Support - Client Service', 'Telecommunication']",full-time,Student/Graduate,['Abroad'],09.04.2024,  Remote 
Technology Recruitment Consultant,Brainspotting,"['Management - Consulting', 'Human Resources - Psychology']",full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
.Net Developer,Brainspotting,['IT Software'],full-time ,peste 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Content Moderator with Norwegian,Genpact,"['Customer Support - Client Service', 'IT Software']",full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Moderator with Swedish,Genpact,"['Customer Support - Client Service', 'IT Software']",full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Moderator with Dutch,Genpact,"['Customer Support - Client Service', 'IT Software']",full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Moderator with Danish,Genpact,"['Customer Support - Client Service', 'IT Software']",full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Moderator with Russian,Genpact,"['Customer Support - Client Service', 'IT Software']",full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Reviewer with Bulgarian- Bucharest,Genpact,['Customer Support - Client Service'],full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
Content Reviewer with Arabic- Bucharest,Genpact,['Customer Support - Client Service'],full-time,0 - 1 years of experience,['BUCHAREST'],09.04.2024,  On-site
